source_id,source_kind,title,citation,source_path,source_url,evidence_layer,availability,evidence_strength,evidence_type,needs_manual_review,review_note,classification_rule
SRC-0151,local_text_citation,左联词典,左联词典 第483页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0152,local_text_citation,左联词典,左联词典 第143页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0153,local_text_citation,左联词典,左联词典 第173页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0154,local_text_citation,左联词典,左联词典 第163页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0155,local_text_citation,左联词典,左联词典 第179页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0156,local_text_citation,左联词典,左联词典 第180页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0157,local_text_citation,左联词典,左联词典 第242页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0158,local_text_citation,左联词典,左联词典 第402页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0159,local_text_citation,左联词典,左联词典 第161页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0160,local_text_citation,左联词典,左联词典 第207页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0161,local_text_citation,左联词典,左联词典 第513页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0162,local_text_citation,左联词典,左联词典 第685页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0163,local_text_citation,左联词典,左联词典 第336页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0164,local_text_citation,左联词典,左联词典 第358页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0165,local_text_citation,左联词典,左联词典 第460页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0166,local_text_citation,左联词典,左联词典 第224页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0167,local_text_citation,左联词典,左联词典 第476页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
