source_id,source_kind,title,citation,source_path,source_url,evidence_layer,availability,evidence_strength,evidence_type,needs_manual_review,review_note,classification_rule
SRC-0218,local_text_citation,鲁迅日记,鲁迅日记 1932年7月8日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0219,local_text_citation,鲁迅日记,鲁迅日记 1933年2月18日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0220,local_text_citation,鲁迅日记,鲁迅日记 1933年2月24日 等4条,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0221,local_text_citation,鲁迅日记,鲁迅日记 1933年3月10日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0222,local_text_citation,鲁迅日记,鲁迅日记 1933年5月12日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0223,local_text_citation,鲁迅日记,鲁迅日记 1933年8月24日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0224,local_text_citation,鲁迅日记,鲁迅日记 1933年8月9日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0225,local_text_citation,鲁迅日记,鲁迅日记 1934年10月5日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0226,local_text_citation,鲁迅日记,鲁迅日记 1934年11月19日 等6条,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0227,local_text_citation,鲁迅日记,鲁迅日记 1934年11月6日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0228,local_text_citation,鲁迅日记,鲁迅日记 1934年11月7日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0229,local_text_citation,鲁迅日记,鲁迅日记 1934年12月8日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0230,local_text_citation,鲁迅日记,鲁迅日记 1934年6月28日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0231,local_text_citation,鲁迅日记,鲁迅日记 1934年8月7日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0232,local_text_citation,鲁迅日记,鲁迅日记 1935年11月27日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0233,local_text_citation,鲁迅日记,鲁迅日记 1935年1月11日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0234,local_text_citation,鲁迅日记,鲁迅日记 1935年1月21日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0235,local_text_citation,鲁迅日记,鲁迅日记 1935年2月22日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0236,local_text_citation,鲁迅日记,鲁迅日记 1935年6月16日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0237,local_text_citation,鲁迅日记,鲁迅日记 1935年6月1日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0238,local_text_citation,鲁迅日记,鲁迅日记 1935年6月23日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0239,local_text_citation,鲁迅日记,鲁迅日记 1935年7月17日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0240,local_text_citation,鲁迅日记,鲁迅日记 1935年7月18日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0241,local_text_citation,鲁迅日记,鲁迅日记 1935年7月22日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0242,local_text_citation,鲁迅日记,鲁迅日记 1935年8月15日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0243,local_text_citation,鲁迅日记,鲁迅日记 1935年8月24日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0244,local_text_citation,鲁迅日记,鲁迅日记 1936年4月21日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0245,local_text_citation,鲁迅日记,鲁迅日记 1936年5月22日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0246,local_text_citation,鲁迅日记,鲁迅日记 1936年5月8日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0247,local_text_citation,鲁迅日记,鲁迅日记 1936年5月9日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0248,local_text_citation,鲁迅日记,鲁迅日记 1936年7月21日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0249,local_text_citation,左联词典,左联词典 第580页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0250,local_text_citation,左联史,左联史 第440页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0251,local_text_citation,左联词典,左联词典 第186页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0252,local_text_citation,左联词典,左联词典 第287页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0253,local_text_citation,左联词典,左联词典 第288页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0254,local_text_citation,左联词典,左联词典 第308页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0255,local_text_citation,左联词典,左联词典 第438页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0256,local_text_citation,左联词典,左联词典 第280页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0257,local_text_citation,左联词典,左联词典 第457页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0258,local_text_citation,左联词典,左联词典 第488页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0259,local_text_citation,左联词典,左联词典 第275页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0260,local_text_citation,左联词典,左联词典 第431页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0261,local_text_citation,左联词典,左联词典 第343页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0262,local_text_citation,左联词典,左联词典 第491页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0263,local_text_citation,左联词典,左联词典 第499页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0264,local_text_citation,左联词典,左联词典 第330页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0265,local_text_citation,左联词典,左联词典 第500页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0266,local_text_citation,左联词典,左联词典 第557页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0267,local_text_citation,左联词典,左联词典 第285页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0268,local_text_citation,左联词典,左联词典 第515页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0269,local_text_citation,左联词典,左联词典 第512页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0270,local_text_citation,左联词典,左联词典 第133页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0271,local_text_citation,左联词典,左联词典 第254页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0272,local_text_citation,左联词典,左联词典 第294页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0273,local_text_citation,左联词典,左联词典 第300页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0274,local_text_citation,左联词典,左联词典 第159页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0275,local_text_citation,左联词典,左联词典 第268页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0276,local_text_citation,左联词典,左联词典 第243页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0277,local_text_citation,左联词典,左联词典 第353页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0278,local_text_citation,左联词典,左联词典 第505页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0279,local_text_citation,左联词典,左联词典 第547页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0280,local_text_citation,左联史,左联史 第17页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0281,local_text_citation,左联史,左联史 第305页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0282,local_text_citation,左联史,左联史 第730页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0283,local_text_citation,左联史,左联史 第97页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0284,local_text_citation,左联史,左联史 第498页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0285,local_text_citation,左联词典,左联词典 第138页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0286,local_text_citation,左联词典,左联词典 第178页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0287,local_text_citation,左联词典,左联词典 第209页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0288,local_text_citation,左联词典,左联词典 第302页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0289,local_text_citation,左联词典,左联词典 第445页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0290,local_text_citation,鲁迅日记,鲁迅日记 1931年8月21日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0291,local_text_citation,鲁迅日记,鲁迅日记 1929年5月18日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0292,local_text_citation,鲁迅日记,鲁迅日记 1929年5月21日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0293,local_text_citation,鲁迅日记,鲁迅日记 1929年5月22日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0294,local_text_citation,鲁迅日记,鲁迅日记 1929年5月23日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0295,local_text_citation,鲁迅日记,鲁迅日记 1929年5月24日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0296,local_text_citation,鲁迅日记,鲁迅日记 1929年5月25日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0297,local_text_citation,鲁迅日记,鲁迅日记 1929年5月27日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0298,local_text_citation,鲁迅日记,鲁迅日记 1929年5月29日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0299,local_text_citation,鲁迅日记,鲁迅日记 1929年5月30日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0300,local_text_citation,鲁迅日记,鲁迅日记 1932年11月13日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0301,local_text_citation,鲁迅日记,鲁迅日记 1932年11月14日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0302,local_text_citation,鲁迅日记,鲁迅日记 1932年11月15日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0303,local_text_citation,鲁迅日记,鲁迅日记 1932年11月16日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0304,local_text_citation,鲁迅日记,鲁迅日记 1932年11月17日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0305,local_text_citation,鲁迅日记,鲁迅日记 1932年11月18日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0306,local_text_citation,鲁迅日记,鲁迅日记 1932年11月20日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0307,local_text_citation,鲁迅日记,鲁迅日记 1932年11月21日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0308,local_text_citation,鲁迅日记,鲁迅日记 1932年11月22日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0309,local_text_citation,鲁迅日记,鲁迅日记 1932年11月23日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0310,local_text_citation,鲁迅日记,鲁迅日记 1932年11月25日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0311,local_text_citation,鲁迅日记,鲁迅日记 1932年11月26日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0312,local_text_citation,鲁迅日记,鲁迅日记 1932年11月27日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0313,local_text_citation,鲁迅日记,鲁迅日记 1932年1月12日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0314,local_text_citation,鲁迅日记,鲁迅日记 1932年3月16日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0315,local_text_citation,鲁迅日记,鲁迅日记 1928年11月27日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0316,local_text_citation,鲁迅日记,鲁迅日记 1929年11月23日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0317,local_text_citation,鲁迅日记,鲁迅日记 1929年5月2日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0318,local_text_citation,鲁迅日记,鲁迅日记 1929年7月10日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0319,local_text_citation,鲁迅日记,鲁迅日记 1929年8月16日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0320,local_text_citation,鲁迅日记,鲁迅日记 1929年8月26日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0321,local_text_citation,鲁迅日记,鲁迅日记 1929年8月28日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0322,local_text_citation,鲁迅日记,鲁迅日记 1930年11月22日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0323,local_text_citation,鲁迅日记,鲁迅日记 1931年10月11日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0324,local_text_citation,鲁迅日记,鲁迅日记 1931年2月13日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0325,local_text_citation,鲁迅日记,鲁迅日记 1932年10月17日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0326,local_text_citation,鲁迅日记,鲁迅日记 1932年2月10日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0327,local_text_citation,鲁迅日记,鲁迅日记 1932年2月8日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0328,local_text_citation,鲁迅日记,鲁迅日记 1933年1月20日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0329,local_text_citation,鲁迅日记,鲁迅日记 1935年8月30日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0330,local_text_citation,鲁迅日记,鲁迅日记 1928年11月26日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0331,local_text_citation,鲁迅日记,鲁迅日记 1928年12月2日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0332,local_text_citation,鲁迅日记,鲁迅日记 1928年12月5日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0333,local_text_citation,鲁迅日记,鲁迅日记 1928年12月7日 等6条,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0334,local_text_citation,鲁迅日记,鲁迅日记 1929年10月19日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0335,local_text_citation,鲁迅日记,鲁迅日记 1929年10月28日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0336,local_text_citation,鲁迅日记,鲁迅日记 1929年11月11日 等7条,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0337,local_text_citation,鲁迅日记,鲁迅日记 1929年11月4日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0338,local_text_citation,鲁迅日记,鲁迅日记 1929年11月6日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0339,local_text_citation,鲁迅日记,鲁迅日记 1929年12月10日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0340,local_text_citation,鲁迅日记,鲁迅日记 1929年12月15日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0341,local_text_citation,鲁迅日记,鲁迅日记 1929年12月4日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0342,local_text_citation,鲁迅日记,鲁迅日记 1929年1月15日 等7条,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0343,local_text_citation,鲁迅日记,鲁迅日记 1929年1月5日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0344,local_text_citation,鲁迅日记,鲁迅日记 1929年1月8日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
SRC-0345,local_text_citation,鲁迅日记,鲁迅日记 1929年2月16日,D:\1大创\左联知识库项目\research\raw_texts\日记全编：全2册 (鲁迅 著) (Z-Library).txt,,txt_local_evidence,local,一手,日记,no,,keyword:日记
