sheet_name,row_number,primary_key,issue_summary,source_url,evidence_ref_used,confidence
Sheet2,4,3|ZLH-001|ZLH-003,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；证据只能支持同属组织或共同组织关联,,左联词典 第96页; 左联词典 第104页; 左联词典 第131页; 左联词典 第171页; 左联词典 第193页,low
Sheet2,15,14|ZLH-001|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第108页; 左联词典 第128页; 左联词典 第140页,low
Sheet2,29,28|ZLH-001|ZLH-024,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第109页; 左联词典 第131页; 左联词典 第155页; 左联词典 第227页,low
Sheet2,35,34|ZLH-001|ZLH-031,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第131页; 左联词典 第252页; 左联词典 第331页; 左联词典 第483页,low
Sheet2,38,37|ZLH-001|ZLH-035,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第107页; 左联词典 第131页; 左联词典 第402页; 左联词典 第483页,low
Sheet2,44,43|ZLH-001|ZLH-043,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,46,45|ZLH-001|ZLH-046,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第685页,low
Sheet2,55,54|ZLH-001|ZLH-064,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,64,63|ZLH-001|ZLH-077,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第186页; 左联词典 第287页; 左联词典 第288页; 左联词典 第308页; 左联词典 第438页,low
Sheet2,68,67|ZLH-001|ZLH-083,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,69,68|ZLH-001|ZLH-084,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,70,69|ZLH-001|ZLH-085,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,72,71|ZLH-001|ZLH-093,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第193页; 左联词典 第343页; 左联词典 第491页; 左联词典 第499页,low
Sheet2,73,72|ZLH-001|ZLH-094,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第180页,low
Sheet2,75,74|ZLH-001|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,80,79|ZLH-001|ZLH-105,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第109页; 左联词典 第228页; 左联词典 第243页; 左联词典 第353页; 左联词典 第483页,low
Sheet2,88,87|ZLH-001|ZLH-120,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第107页; 左联词典 第108页; 左联词典 第209页; 左联词典 第302页; 左联词典 第445页,low
Sheet2,108,107|ZLH-001|ZLH-138,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第498页,low
Sheet2,113,112|ZLH-001|ZLH-143,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少亲属关键词；证据不足以支撑原关系类型,,左联史 第139页; 左联史 第186页; 左联史 第190页; 左联史 第192页; 左联史 第268页,low
Sheet2,117,116|ZLH-001|ZLH-148,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第190页,low
Sheet2,121,120|ZLH-002|ZLH-005,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第123页; 左联词典 第131页; 左联词典 第132页,low
Sheet2,122,121|ZLH-002|ZLH-006,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第173页; 左联词典 第694页,low
Sheet2,125,124|ZLH-002|ZLH-009,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第108页; 左联词典 第132页; 左联词典 第135页,low
Sheet2,128,127|ZLH-002|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第108页; 左联词典 第168页; 左联词典 第239页; 左联词典 第341页,low
Sheet2,139,138|ZLH-002|ZLH-023,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第109页; 左联词典 第359页; 左联词典 第431页; 左联词典 第481页,low
Sheet2,145,144|ZLH-002|ZLH-029,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第228页; 左联词典 第281页; 左联词典 第283页; 左联词典 第481页,low
Sheet2,150,149|ZLH-002|ZLH-035,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第131页; 左联词典 第189页; 左联词典 第483页; 左联词典 第486页,low
Sheet2,155,154|ZLH-002|ZLH-041,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第685页,low
Sheet2,159,158|ZLH-002|ZLH-046,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第685页,low
Sheet2,162,161|ZLH-002|ZLH-050,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页,low
Sheet2,164,163|ZLH-002|ZLH-054,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第483页,low
Sheet2,168,167|ZLH-002|ZLH-061,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第168页,low
Sheet2,173,172|ZLH-002|ZLH-071,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第619页; 左联史 第620页,low
Sheet2,174,173|ZLH-002|ZLH-073,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页,low
Sheet2,178,177|ZLH-002|ZLH-080,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第457页; 左联词典 第619页,low
Sheet2,179,178|ZLH-002|ZLH-081,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第486页,low
Sheet2,180,179|ZLH-002|ZLH-082,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第431页,low
Sheet2,182,181|ZLH-002|ZLH-084,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第49页; 左联史 第50页; 左联史 第61页; 左联史 第527页; 左联史 第548页,low
Sheet2,184,183|ZLH-002|ZLH-091,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第685页,low
Sheet2,185,184|ZLH-002|ZLH-093,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第491页,low
Sheet2,187,186|ZLH-002|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第274页; 左联词典 第431页; 左联词典 第520页,low
Sheet2,191,190|ZLH-002|ZLH-104,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联词典 第119页,low
Sheet2,193,192|ZLH-002|ZLH-107,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第505页,low
Sheet2,200,199|ZLH-002|ZLH-121,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第324页; 左联史 第606页,low
Sheet2,213,212|ZLH-002|ZLH-138,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第498页,low
Sheet2,216,215|ZLH-002|ZLH-142,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第474页; 左联词典 第682页,low
Sheet2,217,216|ZLH-002|ZLH-143,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第492页,low
Sheet2,219,218|ZLH-002|ZLH-145,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第706页,low
Sheet2,220,219|ZLH-002|ZLH-147,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第628页,low
Sheet2,221,220|ZLH-002|ZLH-148,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联词典 第454页,low
Sheet2,227,226|ZLH-003|ZLH-008,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第188页; 左联词典 第193页; 左联词典 第252页; 左联词典 第328页,low
Sheet2,231,230|ZLH-003|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第547页; 左联词典 第563页,low
Sheet2,236,235|ZLH-003|ZLH-017,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第131页; 左联词典 第171页; 左联词典 第193页; 左联词典 第484页,low
Sheet2,242,241|ZLH-003|ZLH-023,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第481页; 左联词典 第490页; 左联词典 第504页; 左联词典 第547页,low
Sheet2,246,245|ZLH-003|ZLH-027,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联词典 第328页,low
Sheet2,247,246|ZLH-003|ZLH-028,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联词典 第501页,low
Sheet2,249,248|ZLH-003|ZLH-030,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第563页,low
Sheet2,251,250|ZLH-003|ZLH-032,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第328页; 左联词典 第504页; 左联词典 第547页; 左联词典 第563页,low
Sheet2,258,257|ZLH-003|ZLH-043,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第563页,low
Sheet2,259,258|ZLH-003|ZLH-045,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第563页,low
Sheet2,262,261|ZLH-003|ZLH-053,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第328页,low
Sheet2,268,267|ZLH-003|ZLH-065,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第563页,low
Sheet2,275,274|ZLH-003|ZLH-093,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第193页,low
Sheet2,276,275|ZLH-003|ZLH-096,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第193页,low
Sheet2,277,276|ZLH-003|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第676页,low
Sheet2,281,280|ZLH-003|ZLH-104,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第136页; 左联史 第142页; 左联史 第271页; 左联史 第561页,low
Sheet2,283,282|ZLH-003|ZLH-107,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第142页,low
Sheet2,284,283|ZLH-003|ZLH-112,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第193页; 左联词典 第547页; 左联词典 第563页,low
Sheet2,287,286|ZLH-003|ZLH-119,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第481页; 左联词典 第504页; 左联词典 第559页; 左联词典 第563页,low
Sheet2,290,289|ZLH-003|ZLH-122,人物-人物关系使用强证据型关系标签；缺少亲属关键词；证据不足以支撑原关系类型,,左联词典 第332页,low
Sheet2,291,290|ZLH-003|ZLH-123,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第327页; 左联史 第445页,low
Sheet2,296,295|ZLH-003|ZLH-130,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联史 第445页,low
Sheet2,302,301|ZLH-003|ZLH-139,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第142页; 左联史 第161页; 左联史 第271页; 左联史 第680页; 左联史 第692页,low
Sheet2,310,309|ZLH-004|ZLH-005,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第110页; 左联词典 第123页,low
Sheet2,312,311|ZLH-004|ZLH-008,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第132页; 左联词典 第164页,low
Sheet2,313,312|ZLH-004|ZLH-009,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第132页; 左联词典 第168页,low
Sheet2,316,315|ZLH-004|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第128页; 左联词典 第168页; 左联词典 第229页,low
Sheet2,317,316|ZLH-004|ZLH-014,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第107页; 左联词典 第128页; 左联词典 第168页; 左联词典 第299页,low
Sheet2,324,323|ZLH-004|ZLH-021,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,327,326|ZLH-004|ZLH-024,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,328,327|ZLH-004|ZLH-025,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,334,333|ZLH-004|ZLH-031,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第429页; 左联词典 第483页; 左联词典 第563页,low
Sheet2,338,337|ZLH-004|ZLH-036,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第110页; 左联词典 第168页; 左联词典 第483页; 左联词典 第563页,low
Sheet2,339,338|ZLH-004|ZLH-037,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,340,339|ZLH-004|ZLH-038,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第25页,low
Sheet2,347,346|ZLH-004|ZLH-050,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第102页,low
Sheet2,349,348|ZLH-004|ZLH-054,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第177页; 左联词典 第476页; 左联词典 第483页; 左联词典 第489页; 左联词典 第496页,low
Sheet2,353,352|ZLH-004|ZLH-059,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第168页; 左联词典 第365页; 左联词典 第483页; 左联词典 第563页,low
Sheet2,356,355|ZLH-004|ZLH-063,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第496页; 左联词典 第537页; 左联词典 第611页,low
Sheet2,358,357|ZLH-004|ZLH-067,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,360,359|ZLH-004|ZLH-070,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第388页; 左联史 第725页,low
Sheet2,361,360|ZLH-004|ZLH-071,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联史 第475页,low
Sheet2,362,361|ZLH-004|ZLH-073,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第110页,low
Sheet2,363,362|ZLH-004|ZLH-074,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第440页,low
Sheet2,364,363|ZLH-004|ZLH-076,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,365,364|ZLH-004|ZLH-077,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,366,365|ZLH-004|ZLH-080,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第489页,low
Sheet2,369,368|ZLH-004|ZLH-083,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第560页; 左联词典 第635页,low
Sheet2,370,369|ZLH-004|ZLH-084,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第110页,low
Sheet2,374,373|ZLH-004|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第274页,low
Sheet2,376,375|ZLH-004|ZLH-099,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第729页,low
Sheet2,381,380|ZLH-004|ZLH-107,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第191页; 左联史 第362页; 左联史 第388页; 左联史 第424页,low
Sheet2,389,388|ZLH-004|ZLH-120,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第107页; 左联词典 第444页; 左联词典 第560页; 左联词典 第563页; 左联词典 第662页,low
Sheet2,410,409|ZLH-004|ZLH-150,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第699页,low
Sheet2,412,411|ZLH-005|ZLH-007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第168页; 左联词典 第173页,low
Sheet2,413,412|ZLH-005|ZLH-008,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第132页; 左联词典 第193页,low
Sheet2,414,413|ZLH-005|ZLH-009,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第132页; 左联词典 第168页,low
Sheet2,417,416|ZLH-005|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第107页; 左联词典 第128页; 左联词典 第168页; 左联词典 第278页,low
Sheet2,418,417|ZLH-005|ZLH-013,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第128页; 左联词典 第139页,low
Sheet2,419,418|ZLH-005|ZLH-014,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第107页; 左联词典 第128页; 左联词典 第168页; 左联词典 第334页,low
Sheet2,428,427|ZLH-005|ZLH-023,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第110页; 左联词典 第282页; 左联词典 第490页; 左联词典 第520页,low
Sheet2,429,428|ZLH-005|ZLH-024,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第110页; 左联词典 第131页; 左联词典 第484页; 左联词典 第520页,low
Sheet2,430,429|ZLH-005|ZLH-025,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第110页; 左联词典 第131页; 左联词典 第483页,low
Sheet2,439,438|ZLH-005|ZLH-035,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第107页; 左联词典 第131页; 左联词典 第483页; 左联词典 第490页,low
