sheet_name,row_number,primary_key,issue_summary,source_url,evidence_ref_used,confidence
Sheet2,593,592|ZLH-007|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第108页; 左联词典 第168页; 左联词典 第563页,low
Sheet2,595,594|ZLH-007|ZLH-014,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第107页; 左联词典 第168页; 左联词典 第490页; 左联词典 第563页,low
Sheet2,598,597|ZLH-007|ZLH-017,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第107页; 左联词典 第168页; 左联词典 第286页; 左联词典 第321页,low
Sheet2,599,598|ZLH-007|ZLH-018,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第321页; 左联词典 第563页,low
Sheet2,600,599|ZLH-007|ZLH-019,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第321页; 左联词典 第633页,low
Sheet2,601,600|ZLH-007|ZLH-020,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第321页,low
Sheet2,614,613|ZLH-007|ZLH-034,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第168页,low
Sheet2,618,617|ZLH-007|ZLH-038,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第531页,low
Sheet2,625,624|ZLH-007|ZLH-048,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第486页; 左联词典 第563页,low
Sheet2,626,625|ZLH-007|ZLH-050,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页,low
Sheet2,629,628|ZLH-007|ZLH-055,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第424页,low
Sheet2,630,629|ZLH-007|ZLH-058,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第114页; 左联词典 第168页; 左联词典 第486页; 左联词典 第506页,low
Sheet2,632,631|ZLH-007|ZLH-060,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第269页,low
Sheet2,633,632|ZLH-007|ZLH-061,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第168页,low
Sheet2,634,633|ZLH-007|ZLH-063,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第108页; 左联词典 第109页; 左联词典 第198页; 左联词典 第227页; 左联词典 第306页,low
Sheet2,635,634|ZLH-007|ZLH-065,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第563页,low
Sheet2,637,636|ZLH-007|ZLH-069,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第487页,low
Sheet2,638,637|ZLH-007|ZLH-070,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第725页,low
Sheet2,639,638|ZLH-007|ZLH-073,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页,low
Sheet2,640,639|ZLH-007|ZLH-074,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第440页,low
Sheet2,644,643|ZLH-007|ZLH-081,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第486页,low
Sheet2,646,645|ZLH-007|ZLH-083,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第114页; 左联词典 第560页,low
Sheet2,647,646|ZLH-007|ZLH-084,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第9页; 左联史 第524页; 左联史 第527页; 左联史 第548页,low
Sheet2,650,649|ZLH-007|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页,low
Sheet2,654,653|ZLH-007|ZLH-104,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第25页; 左联史 第725页,low
Sheet2,656,655|ZLH-007|ZLH-106,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第424页,low
Sheet2,657,656|ZLH-007|ZLH-107,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第424页,low
Sheet2,658,657|ZLH-007|ZLH-112,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第563页,low
Sheet2,660,659|ZLH-007|ZLH-115,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第140页,low
Sheet2,664,663|ZLH-007|ZLH-120,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第107页; 左联词典 第108页; 左联词典 第302页; 左联词典 第444页; 左联词典 第490页,low
Sheet2,670,669|ZLH-007|ZLH-129,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第294页,low
Sheet2,677,676|ZLH-007|ZLH-138,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第498页,low
Sheet2,681,680|ZLH-007|ZLH-143,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第269页; 左联史 第703页,low
Sheet2,686,685|ZLH-008|ZLH-009,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第132页; 左联词典 第163页,low
Sheet2,687,686|ZLH-008|ZLH-010,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第132页; 左联词典 第193页; 左联词典 第204页; 左联词典 第291页,low
Sheet2,688,687|ZLH-008|ZLH-011,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第167页; 左联词典 第188页; 左联词典 第239页,low
Sheet2,689,688|ZLH-008|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第107页; 左联词典 第167页; 左联词典 第239页; 左联词典 第547页,low
Sheet2,690,689|ZLH-008|ZLH-013,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第151页; 左联词典 第188页,low
Sheet2,691,690|ZLH-008|ZLH-014,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第107页; 左联词典 第151页; 左联词典 第520页; 左联词典 第563页,low
Sheet2,694,693|ZLH-008|ZLH-017,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第193页; 左联词典 第300页; 左联词典 第547页,low
Sheet2,695,694|ZLH-008|ZLH-018,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第563页,low
Sheet2,697,696|ZLH-008|ZLH-020,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第300页; 左联词典 第520页,low
Sheet2,699,698|ZLH-008|ZLH-022,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第151页; 左联词典 第189页; 左联词典 第275页; 左联词典 第494页,low
Sheet2,700,699|ZLH-008|ZLH-023,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第379页; 左联词典 第520页; 左联词典 第537页; 左联词典 第547页,low
Sheet2,701,700|ZLH-008|ZLH-024,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第199页; 左联词典 第275页; 左联词典 第328页; 左联词典 第520页,low
Sheet2,707,706|ZLH-008|ZLH-030,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第520页; 左联词典 第537页; 左联词典 第563页,low
Sheet2,711,710|ZLH-008|ZLH-035,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第189页; 左联词典 第483页; 左联词典 第563页,low
Sheet2,712,711|ZLH-008|ZLH-036,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第483页; 左联词典 第563页,low
Sheet2,715,714|ZLH-008|ZLH-042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第483页; 左联词典 第537页; 左联词典 第563页,low
Sheet2,716,715|ZLH-008|ZLH-043,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第563页,low
Sheet2,719,718|ZLH-008|ZLH-048,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第151页; 左联词典 第275页; 左联词典 第563页,low
Sheet2,720,719|ZLH-008|ZLH-050,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页,low
Sheet2,722,721|ZLH-008|ZLH-054,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第483页,low
Sheet2,724,723|ZLH-008|ZLH-057,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第388页,low
Sheet2,726,725|ZLH-008|ZLH-059,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第483页; 左联词典 第494页; 左联词典 第563页,low
Sheet2,728,727|ZLH-008|ZLH-061,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第9页; 左联史 第19页; 左联史 第20页; 左联史 第98页; 左联史 第201页,low
Sheet2,730,729|ZLH-008|ZLH-065,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第563页,low
Sheet2,733,732|ZLH-008|ZLH-070,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第388页,low
Sheet2,734,733|ZLH-008|ZLH-073,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第102页; 左联词典 第193页,low
Sheet2,735,734|ZLH-008|ZLH-077,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第494页; 左联词典 第520页,low
Sheet2,739,738|ZLH-008|ZLH-083,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第520页,low
Sheet2,740,739|ZLH-008|ZLH-084,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第9页,low
Sheet2,742,741|ZLH-008|ZLH-091,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第107页; 左联词典 第193页,low
Sheet2,743,742|ZLH-008|ZLH-093,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第193页,low
Sheet2,744,743|ZLH-008|ZLH-096,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,,左联词典 第193页,low
Sheet2,745,744|ZLH-008|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第520页,low
Sheet2,748,747|ZLH-008|ZLH-104,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第167页,low
Sheet2,749,748|ZLH-008|ZLH-105,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第483页,low
Sheet2,750,749|ZLH-008|ZLH-107,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第191页; 左联史 第388页,low
Sheet2,752,751|ZLH-008|ZLH-113,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第17页,low
Sheet2,753,752|ZLH-008|ZLH-114,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第410页,low
Sheet2,755,754|ZLH-008|ZLH-116,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第520页,low
Sheet2,756,755|ZLH-008|ZLH-117,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第97页; 左联史 第388页,low
Sheet2,757,756|ZLH-008|ZLH-119,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第494页; 左联词典 第537页; 左联词典 第563页,low
Sheet2,758,757|ZLH-008|ZLH-120,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第107页; 左联词典 第563页,low
Sheet2,765,764|ZLH-008|ZLH-130,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第201页,low
Sheet2,781,780|ZLH-009|ZLH-012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第107页; 左联词典 第108页; 左联词典 第168页; 左联词典 第313页,low
Sheet2,782,781|ZLH-009|ZLH-013,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第168页; 左联词典 第188页,low
Sheet2,783,782|ZLH-009|ZLH-014,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第107页; 左联词典 第168页; 左联词典 第353页; 左联词典 第489页,low
Sheet2,792,791|ZLH-009|ZLH-023,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页; 左联词典 第104页; 左联词典 第489页; 左联词典 第504页; 左联词典 第537页,low
Sheet2,793,792|ZLH-009|ZLH-024,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页; 左联词典 第104页; 左联词典 第199页; 左联词典 第275页; 左联词典 第504页,low
Sheet2,798,797|ZLH-009|ZLH-029,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第275页; 左联词典 第504页,low
Sheet2,799,798|ZLH-009|ZLH-031,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第104页; 左联词典 第563页,low
Sheet2,802,801|ZLH-009|ZLH-035,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页; 左联词典 第104页; 左联词典 第107页; 左联词典 第504页; 左联词典 第505页,low
Sheet2,806,805|ZLH-009|ZLH-042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第104页; 左联词典 第537页; 左联词典 第563页,low
Sheet2,807,806|ZLH-009|ZLH-043,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,809,808|ZLH-009|ZLH-048,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第104页; 左联词典 第275页; 左联词典 第493页; 左联词典 第504页,low
Sheet2,810,809|ZLH-009|ZLH-050,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页,low
Sheet2,811,810|ZLH-009|ZLH-054,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第103页; 左联词典 第489页; 左联词典 第493页; 左联词典 第504页,low
Sheet2,814,813|ZLH-009|ZLH-058,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第168页; 左联词典 第313页; 左联词典 第317页; 左联词典 第322页,low
Sheet2,815,814|ZLH-009|ZLH-059,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页; 左联词典 第104页; 左联词典 第168页; 左联词典 第505页; 左联词典 第563页,low
Sheet2,818,817|ZLH-009|ZLH-064,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,819,818|ZLH-009|ZLH-065,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第563页,low
Sheet2,820,819|ZLH-009|ZLH-067,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第103页; 左联词典 第108页; 左联词典 第493页; 左联词典 第563页,low
Sheet2,822,821|ZLH-009|ZLH-070,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第388页; 左联史 第725页,low
Sheet2,824,823|ZLH-009|ZLH-073,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第493页,low
Sheet2,826,825|ZLH-009|ZLH-077,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页,low
Sheet2,827,826|ZLH-009|ZLH-080,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页; 左联词典 第489页,low
Sheet2,828,827|ZLH-009|ZLH-081,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联词典 第275页,low
Sheet2,829,828|ZLH-009|ZLH-082,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第528页; 左联史 第725页,low
Sheet2,830,829|ZLH-009|ZLH-083,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,831,830|ZLH-009|ZLH-084,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,832,831|ZLH-009|ZLH-085,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,833,832|ZLH-009|ZLH-087,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,836,835|ZLH-009|ZLH-096,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第201页; 左联史 第233页; 左联史 第351页; 左联史 第440页; 左联史 第458页,low
Sheet2,837,836|ZLH-009|ZLH-097,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,,左联回忆录 第700页,low
Sheet2,840,839|ZLH-009|ZLH-104,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第103页,low
Sheet2,842,841|ZLH-009|ZLH-106,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第424页,low
Sheet2,843,842|ZLH-009|ZLH-107,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,,左联词典 第505页,low
Sheet2,844,843|ZLH-009|ZLH-108,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,,左联史 第369页,low
Sheet2,848,847|ZLH-009|ZLH-119,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第103页; 左联词典 第108页; 左联词典 第504页; 左联词典 第505页; 左联词典 第537页,low
Sheet2,849,848|ZLH-009|ZLH-120,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第103页; 左联词典 第107页; 左联词典 第108页; 左联词典 第444页; 左联词典 第563页,low
Sheet2,850,849|ZLH-009|ZLH-121,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联史 第89页; 左联史 第464页,low
Sheet2,870,869|ZLH-009|ZLH-150,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,,左联词典 第102页; 左联词典 第322页; 左联词典 第702页,low
