Source,Target,Relation_Type,Context,Evidence_Ref,Weight,csv_line,pair_key,Original_Relation_Type,Suggested_Relation_Type,Audit_Flags,Audit_Note,Source_Name,Target_Name,Source_Role,Target_Role
ZLH-027,ZLH-053,待核-疑似误标,"幡。22日下午参加鲁迅葬礼,和黄源、萧军、胡风、巴金、黎烈文、姚克、欧; 风、奚如、聂绀弩、姚克、萧红、萧军、周颖等16位青年作家以“轰形花圈一袭敬献鲁迅先生“,表示哀悼,同时参加鲁迅治丧办事处的工作。同月22日下午参加鲁迅葬礼,他和; 治丧工作和葬礼,与巴金、胡风、黄源、张天翼、欧阳山、周文、萧军、靳以、黎烈文、吴朗西、曹白、",左联词典 第234页; 左联词典 第262页; 左联词典 第299页; 左联词典 第328页,5,2601,ZLH-027__ZLH-053,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,萧军,黄源,骨干成员,骨干成员
ZLH-027,ZLH-054,强关联-组织隶属,"丁化新文字。同年10月30日和萧军、沙汀等18位作家举行第二次小说家座谈会,研究学习鲁迅及其小说《祝福》、《在酒楼上53.1937年,写了反映中国军队英勇抗战的",左联词典 第158页,4,2602,ZLH-027__ZLH-054,强关联-组织隶属,,,,萧军,许幸之,骨干成员,骨干成员
ZLH-027,ZLH-055,强关联-组织隶属,"袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年6月,日本和德国合拍的辱华影片《新地》公然在上海上映",左联史 第424页,4,2603,ZLH-027__ZLH-055,强关联-组织隶属,,,,萧军,郑君里,骨干成员,骨干成员
ZLH-027,ZLH-058,强关联-组织隶属,"文学影响力最大的成就“;指出郭沫若,巴金、张天翼、靳以、沈起于、沙汀、艾芜、夏衍、欧阳山、丽尼、齐同、屈轶、卢萝、蒋牧良、萧军等*都在创作上尽了他们最善的努; 山、奚如、聂绀弩、姚克、萧红、萧军等16位青年作家,以“转形花圈一袭敬献鲁迅先生“,表示哀悼,并参加鲁迅治丧办事处工作.同年10月30日,和萧军、沙汀、艾芜、周; 月15日创刊。撰稿人有鲁迅、郭沫若、茅盾、王任梓、白薇、沈起孙、何家槐、李辉",左联词典 第274页; 左联词典 第281页; 左联词典 第505页; 左联词典 第537页,4,2604,ZLH-027__ZLH-058,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,萧军,郭沫若,骨干成员,骨干成员
ZLH-027,ZLH-059,强关联-组织隶属,"有鲁迅、郭沫若、茅盾、王任梓、白薇、沈起孙、何家槐、李辉英、艾莅、阿英、洪深、郜达夫、张天翼、庄启东、郑伯奇、穆木天、魏猛克等左翼作家.专载通俗化的小说,散文,",左联词典 第505页,4,2605,ZLH-027__ZLH-059,强关联-组织隶属,,,,萧军,白薇,骨干成员,骨干成员
ZLH-027,ZLH-061,待核-疑似误标,、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友人有美国的史沫特莱、,左联史 第9页,5,2606,ZLH-027__ZLH-061,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,朱镜我,骨干成员,普通成员
ZLH-027,ZLH-063,强关联-组织隶属,"天(周文)、胡风、沙汀、艾芜、任白戈等当选为左联执委。1935年6月18眼秋白在福建长汀被杀害,鲁迅带病为其编辑速稿,凉备出版《海上述林)。8月12日,托黄源以; 疑态度,并未接受;巴金、胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许多青年作家也未接受“;“后来在《中国文艺工作者宣言》上签名的数十位作家、诗人、批",左联词典 第328页; 左联词典 第537页,4,2607,ZLH-027__ZLH-063,强关联-组织隶属,,,,萧军,任白戈,骨干成员,普通成员
ZLH-027,ZLH-067,强关联-组织隶属,还有白蒲、艾芜、立波、任白戈、任钧、羊枣、沈起予、沙汀、何家榜、林林、林娜、林淡秋、周钢鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海,左联史 第424页,4,2608,ZLH-027__ZLH-067,强关联-组织隶属,,,,萧军,任钧,骨干成员,普通成员
ZLH-027,ZLH-069,待核-疑似误标,、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大; 奇、吕骥、冼星海、柯灵、柳谋、张庚、欧阳予倩、金山、孙师毅、孙瑜、袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新,左联史 第9页; 左联史 第424页,5,2609,ZLH-027__ZLH-069,强关联-亲属,弱关联-通信,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,张庚,骨干成员,普通成员
ZLH-027,ZLH-071,待核-疑似误标,"与生命》,散文有曹白《歼音》和李霁野《一夕谈》,还有茅盾对周文两部长篇小说《烟苗季》《在白森镇》的评论和冬青对艾思奇哲学著作的评论《关于“思想方法“》,杂文栏名",左联史 第620页,5,2610,ZLH-027__ZLH-071,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,李霁野,骨干成员,普通成员
ZLH-027,ZLH-073,强关联-组织隶属,"_孟十还螂绀弩欧阳山澎岛任文川萧军萧乾萧红辛人加成孙用_宋之的徐螺世弥唐弛田菲田_间_天_虚_万迪鹳“王余杞王元亩_吴景崔_吴组湘晚如胡风; 夜晚由胡风、周文、黄源、雨田、萧军值夜。在治丧委员会之下,设立了一个治丧办事处,办理人员接待、礼品登记、为前来吊唁者缠黑纱等事宜,张天翼、欧阳山、周文、聂绀弩、",左联史 第582页; 左联史 第608页,4,2611,ZLH-027__ZLH-073,强关联-组织隶属,,,,萧军,王余杞,骨干成员,普通成员
ZLH-027,ZLH-077,强关联-组织隶属,"、周钢鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张; 夜晚由胡风、周文、黄源、雨田、萧军值夜。在治丧委员会之下,设立了一个治丧办事处,办理人员接待、礼品登记、为前来吊唁者缠黑纱等事宜,张天翼、欧阳山、周文、聂绀弩、",左联史 第424页; 左联史 第608页,4,2612,ZLH-027__ZLH-077,强关联-组织隶属,,,,萧军,柳倩,骨干成员,普通成员
ZLH-027,ZLH-080,待核-疑似误标,了鲁迅对他的关怀爱护以及叶紫同陈企霞.聂绀弩、周颖夫妇、萧军、萧红夫妇等的交往。叶紫论论文,左联词典 第587页,5,2613,ZLH-027__ZLH-080,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,陈企霞,骨干成员,普通成员
ZLH-027,ZLH-081,强关联-组织隶属,"两样的.“同年10月30日,和萧军、沙汀、周文、蒋牧良、以群、欧阳丨、张天冀、草明、王任叔、荒煤、性绀弯、陈白尘、命而复、凡容、东平等,参加第; 样的工作的精神1同月30日,和萧军、沙汀、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、聂绀弩、陈白尘、周而复、凡容、东平等出席第二",左联词典 第156页; 左联词典 第247页,4,2614,ZLH-027__ZLH-081,强关联-组织隶属,,,,萧军,陈白尘,骨干成员,普通成员
ZLH-027,ZLH-082,强关联-组织隶属,"尼、齐同、屈轶、芹萝、蒋牧良、萧军等作家创作质量的丰富“,端木芷良、荒煤、舒群、宋之的、左联作品简介罗烽、姚雪垠、王",左联词典 第431页,4,2615,ZLH-027__ZLH-082,强关联-组织隶属,,,,萧军,宋之的,骨干成员,普通成员
ZLH-027,ZLH-083,强关联-组织隶属,定河(冯雪睐)、东平、林淡秋、林焕平、林林、林娜(司马文森)、朐风、胡依凡、荸盾、陈毅(陈沂)、雪苇、张天翼、张香山、梅雨、(聂)绀弩、舒群、彭慧、杨骚、路丁(,左联史 第424页,4,2616,ZLH-027__ZLH-083,强关联-组织隶属,,,,萧军,林焕平,骨干成员,普通成员
ZLH-027,ZLH-084,待核-疑似误标,、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友人有美国的史沫特莱、,左联史 第9页,5,2617,ZLH-027__ZLH-084,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,陆万美,骨干成员,普通成员
ZLH-027,ZLH-091,强关联-组织隶属,"、欧阳山、聂绀弩、姚克、萧红、萧军、梅志等16位左翼青年作家以“钜形花圈一袭敬献鲁迅先生“,表示哀悼。著有中短篇小说集《叶伯5、《生与死》、《小巫集》、《悔恨》; 10月参加鲁迅葬礼并任纠察,和萧军、舒群合编《报告》杂志,编辑“《夜晨》小仰书“,出版《兴安岭的风雪》(金剑啸)、《没有祖国的孩子〉(舒群3、《挂号邮包》(金人",左联词典 第219页; 左联词典 第637页,4,2618,ZLH-027__ZLH-091,强关联-组织隶属,,,,萧军,叶以群,骨干成员,普通成员
ZLH-027,ZLH-096,待核-疑似误标,“这个创作集是由老舍、张天翼、王统照、巴金、叶圣陶、萧军、茅盾等26位当时主要的作家组,左联史 第244页,5,2619,ZLH-027__ZLH-096,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,王统照,骨干成员,普通成员
ZLH-027,ZLH-097,强关联-组织隶属,"尼、齐同、屈轶、卢萝、蒋牧良、萧军等*都在创作上尽了他们最善的努力“;“端木蕻良、荒煤、舒群、松之的、罗烽、姚雪垠、王西彦、吴奚如、刘白羽等,都有很高的; 尼、齐同、屈轶、芹萝、蒋牧良、萧军等作家创作质量的丰富“,端木芷良、荒煤、舒群、宋之的、左联作品简介罗烽、姚雪垠、王西彦、吴奚如、刘日羽等新作家“数量",左联词典 第274页; 左联词典 第431页,4,2620,ZLH-027__ZLH-097,强关联-组织隶属,,,,萧军,王西彦,骨干成员,普通成员
ZLH-027,ZLH-100,待核-疑似误标,"识“,《法网》及《丁玲选集》(蓬子编),罪名都是“普罗文艺“,《韦护》、《在黑暗中》、《自杀日记》、《一个人的诞生》、《一个女人》、《水》、《夜会》等7种作品均",左联史 第230页,5,2621,ZLH-027__ZLH-100,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,姚蓬子,骨干成员,普通成员
ZLH-027,ZLH-105,强关联-组织隶属,"生一人.“同年10月30日,和萧军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座",左联词典 第228页,4,2622,ZLH-027__ZLH-105,强关联-组织隶属,,,,萧军,沈起予,骨干成员,普通成员
ZLH-027,ZLH-106,强关联-组织隶属,进步文化人如巴金、白朗、艾青、光未然、吴朗西、周学普、周椰伽、周木斋、孙十还、邵子南、姚克、胡兰畦、柯灵、陈白尘、陈占元、许天虹、张季纯、曹白、曹禺、黄源、傅东,左联史 第424页,4,2623,ZLH-027__ZLH-106,强关联-组织隶属,,,,萧军,张光年,骨干成员,普通成员
ZLH-027,ZLH-107,强关联-组织隶属,"的来客》(王任叔)、《责船》(萧军)《促狙兜莱歌羌台奇》(西班牙巴罗哈作,鲁迅译)、《两里亚的白柠檬》(意大利比朗德娄作,周立波译)、《列子手》(法国巴尔扎克作",左联词典 第505页,4,2624,ZLH-027__ZLH-107,强关联-组织隶属,,,,萧军,孙师毅,骨干成员,普通成员
ZLH-027,ZLH-119,强关联-组织隶属,"禾场上)》张天翼《清明时节》、何家槐《怀旧集)叶紫《丰收》等)和描写牢狱生活的文学(艾芜《强与弱》》《馅死鬼》等)。出现了许多成功的翻译(鲁迅译《死魄灵》等),; 、茅盾、王任梓、白薇、沈起孙、何家槐、李辉英、艾莅、阿英、洪深、郜达夫、张天翼、庄启东、郑伯奇、穆木天、魏猛克等左翼作家.专载通俗化的小说,散文,“文言体及语录; 疑态度,并未接受;巴金、胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅",左联词典 第431页; 左联词典 第505页; 左联词典 第537页,4,2625,ZLH-027__ZLH-119,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,萧军,何家槐,骨干成员,普通成员
ZLH-027,ZLH-120,强关联-组织隶属,"鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张庚、欧; 夜晚由胡风、周文、黄源、雨田、萧军值夜。在治丧委员会之下,设立了一个治丧办事处,办理人员接待、礼品登记、为前来吊唁者缠黑纱等事宜,张天翼、欧阳山、周文、聂绀弩、",左联史 第424页; 左联史 第608页,4,2626,ZLH-027__ZLH-120,强关联-组织隶属,,,,萧军,夏征农,骨干成员,普通成员
ZLH-027,ZLH-121,待核-疑似误标,"、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友人有美国的史沫特莱、; 仅来得及刊出6篇)。鲁迅亲自将萧军的小说《羊》日译文及《萧军小传》寄去,4月30日,还写了专文《“中国杰作小说“小引》寄去作为专栏的开场白。两者后来均载于6月出; 6时许,生前友好冯雪峰、黄源、萧军、内山完造、鹿地亘夫妇闻讯后即赶到鲁迅",左联史 第9页; 左联史 第599页; 左联史 第605页,5,2627,ZLH-027__ZLH-121,强关联-亲属,弱关联-通信,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,萧军,内山完造,骨干成员,外围联络人
ZLH-027,ZLH-122,强关联-组织隶属,"日,和茅盾、夏衍、巴金郑振铎,景宋等140余位左翼和迹步文化界人土联名发表(反对日本(新地〉辱华片宣言》.周扬是“社会主义现实主义“在我国的最早宣传者和倡导者。",左联词典 第272页,4,2628,ZLH-027__ZLH-122,强关联-组织隶属,,,,萧军,许广平,骨干成员,外围联络人
ZLH-027,ZLH-123,强关联-组织隶属,"念罢。“9月17日,生活书店的邹韬奋、毕云程、胡愈之,译文社的鲁迅、荃盾,文学社的郑振铎、傅东华在新亚饭店聚餐时,生活书店方面正式公开提出要撒换黄源《译文》月刊",左联史 第718页,4,2629,ZLH-027__ZLH-123,强关联-组织隶属,,,,萧军,邹韬奋,骨干成员,外围联络人
ZLH-027,ZLH-127,待核-疑似误标,"正路的安德伦》和《烟袋》(均为曹靖华译)也被查禁,罪名分别是“普罗文艺“及“欠妥“;鲁迅作序的萧军《八月的乡村》也被查禁,罪名竟; 可惜得很。“5月22日夜,在致曹靖华的信中说:“它事极确,上月弟曾得确信,然何能为。这在文化上的损失,真是无可比喻。“5月下旬许寿裳从北平来上海,鲁迅路他谈了瞿; 办刊物、投寄文稿之类,路鲁迅致曹靖华、萧军、萧红这些朋友的信有很大不同;",左联史 第230页; 左联史 第321页; 左联史 第521页; 左联史 第582页; 左联史 第718页,5,2630,ZLH-027__ZLH-127,强关联-亲属,弱关联-通信,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,萧军,曹靖华,骨干成员,外围联络人
ZLH-027,ZLH-128,强关联-组织隶属,"黄源、张天翼、欧阳山、聂绀弩、萧军、周文、靳以、萧乾、吴朗西、黎烈文、孟十还、曹白、鹿地亘等共同扶先生灵枢上车,前往万国公墓安营。又作悼文《悲痛的告别》,赞美鲁; 6日,黎烈文宴请鲁迅、郁达夫、林语堂、曹聚仁、陈子展、唐弹、周木斋等十儿位《申报.自由谈》撰稿人,徐懋庸也被邀请。迟到的林语堂人得席来,一见鲁迅就笑问道:“周先",左联史 第479页; 左联史 第521页,4,2631,ZLH-027__ZLH-128,强关联-组织隶属,,,,萧军,林语堂,骨干成员,外围联络人
ZLH-027,ZLH-129,强关联-组织隶属,"帝反战大会,8月16日,鲁迅、胡愈之等104位左翼作家和进步文化人联名发表《中国作家欢迎巴比塞代表团肢事》,胡风名列其中。后昕说巴比塞不来了,改由英国马莱爵士率; 日,生活书店的邹韬奋、毕云程、胡愈之,译文社的鲁迅、荃盾,文学社的郑振铎、傅东华在新亚饭店聚餐时,生活书店方面正式公开提出要撒换黄源《译文》月刊编辑的职务,并欲",左联史 第478页; 左联史 第718页,4,2632,ZLH-027__ZLH-129,强关联-组织隶属,,,,萧军,胡愈之,骨干成员,外围联络人
ZLH-027,ZLH-131,待核-疑似误标,、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友人有美国的史沫特莱、,左联史 第9页,5,2633,ZLH-027__ZLH-131,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,艾格尼丝·史沫特莱,骨干成员,外围联络人
ZLH-027,ZLH-132,强关联-组织隶属,"人。1934至1935年,美国伊罗生主编英译现代中国短篇小说集《草鞋脚》,茅盾和鲁迅推荐她的小说《倾跌》,并在《拟选小说及其作者评介》中介组说:“草明女士,轶,",左联词典 第281页,4,2634,ZLH-027__ZLH-132,强关联-组织隶属,,,,萧军,哈罗德·伊罗生,骨干成员,外围联络人
ZLH-027,ZLH-133,待核-疑似误标,"、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友人有美国的史沫特莱、; 比较,认为此信的作者是左翼作家萧军,然后又以此文与《中国文化界领袖xxxx来信》进行对照,结论是:鲁迅、茅盾的信出自萧军之手,0看来这一结论是有道理的。2.接待",左联史 第9页; 左联史 第601页,5,2635,ZLH-027__ZLH-133,强关联-亲属,弱关联-通信,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,埃德加·斯诺,骨干成员,外围联络人
ZLH-027,ZLH-134,强关联-组织隶属,"风、奚如、聂绀弩、姚克、萧红、萧军、周颖等16位青年作家以“轰形花圈一袭敬献鲁迅先生“,表示哀悼,同时参加鲁迅治丧办事处的工作。同月22日下午参加鲁迅葬礼,他和",左联词典 第262页,4,2636,ZLH-027__ZLH-134,强关联-组织隶属,,,,萧军,鹿地亘,骨干成员,外围联络人
ZLH-027,ZLH-136,待核-疑似误标,"6时许,生前友好冯雪峰、黄源、萧军、内山完造、鹿地亘夫妇闻讯后即赶到鲁迅寓所。宋庆龄@“陈烟桥《鲁迅先生与中国木刻",左联史 第605页,5,2637,ZLH-027__ZLH-136,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,宋庆龄,骨干成员,相关人士
ZLH-027,ZLH-137,强关联-组织隶属,"生一人.“同年10月30日,和萧军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座",左联词典 第228页,4,2638,ZLH-027__ZLH-137,强关联-组织隶属,,,,萧军,蔡元培,骨干成员,相关人士
ZLH-027,ZLH-139,强关联-组织隶属,"、欧阳山、聂绀弩、姚克、萧红、萧军、梅志等16位左翼青年作家以“钜形花圈一袭敬献鲁迅先生“,表示哀悼。著有中短篇小说集《叶伯5、《生与死》、《小巫集》、《悔恨》",左联词典 第219页,4,2639,ZLH-027__ZLH-139,强关联-组织隶属,,,,萧军,陈望道,骨干成员,相关人士
ZLH-027,ZLH-141,待核-疑似误标,"贾颂鲁迅热心帮助后萧青年,“和高尔基热心帮助后午青年,是没有两样的.“同年10月30日,和萧军、沙汀、周文、蒋牧良、以群、欧; 左翼作家认真学习高尔境,认为“高尔基的康健的美对于国防文学是很适宜的“。同年10月19日鲁迅逝世,写悼文《关于研究鲁迅先生的几个基本问题的商橄》(载12月1日《; 、黄源、张天翼、欧阳山、周文、萧军、靳以、黎烈文、吴朗西、曹白、孟十还等扶鲁迅灵枢上车,前往万国公墓。作悼文",左联词典 第156页; 左联词典 第263页; 左联词典 第299页; 左联词典 第328页; 左联词典 第331页,5,2640,ZLH-027__ZLH-141,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,萧军,高尔基,骨干成员,相关人士
ZLH-027,ZLH-142,强关联-组织隶属,"夫一一谢德林、契诃夫、高尔基、法捷耶夫、涅维洛夫、理定、班台荷耶夫,萨多维亚努.伊凡.伐佐夫、贝歇尔、巴罗哈和一些日本作家,翻译出版了《文艺政策、《艺术论》、《",左联词典 第331页,4,2641,ZLH-027__ZLH-142,强关联-组织隶属,,,,萧军,法捷耶夫,骨干成员,相关人士
ZLH-027,ZLH-143,强关联-组织隶属,"聂绀弩、路丁(王尧山)、萧红、萧军、梅志、周颖等16位青年作家献上轰形花圈一袭,悼念鲁迅先生。22日,周文和其他11位中外作家扶先生灵枢上车,去万国公墓安葬。郑",左联史 第503页,4,2642,ZLH-027__ZLH-143,强关联-组织隶属,,,,萧军,罗曼·罗兰,骨干成员,相关人士
ZLH-027,ZLH-144,强关联-组织隶属,"《大晚报》发表中国著作家《欢迎巴比塞代表团启事)。8月18日,与茅眉、田汉在《中国论坛》8月号发表《欢迎反战大会国际代表的宣言3》,揭露各帝国主义国家妥图瓜分中",左联词典 第328页,4,2643,ZLH-027__ZLH-144,强关联-组织隶属,,,,萧军,巴比塞,骨干成员,相关人士
ZLH-027,ZLH-145,待核-疑似误标,"罗文艺“及“欠妥“;鲁迅作序的萧军《八月的乡村》也被查禁,罪名竟然是“鼓吹阶级才争“1人生派“小说家茅盾的作品主要描绘小资产阶级知识青年的生活,文风又不像鲁迅杂",左联史 第230页,5,2644,ZLH-027__ZLH-145,强关联-亲属,强关联-组织隶属,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,萧军,萧伯纳,骨干成员,相关人士
ZLH-027,ZLH-150,强关联-组织隶属,"》。9月12日,致胡风信,谈及萧军参加左联问题,认为“现在不必进去…....我觉得还是在外围的人们里,出儿个新作家,有些新鲜的成绩,一到里面去,即酱在无聊的纠纷",左联词典 第328页,4,2645,ZLH-027__ZLH-150,强关联-组织隶属,,,,萧军,萧三,骨干成员,相关人士
ZLH-028,ZLH-029,待核-疑似误标,"、周文.胡风、欧阳山、奚如、聂绀弩、姚克、萧红、萧军等15位青年作家“以轭形; 、周文、路丁、胡风、欧阳山、聂绀弩、姚克、萧红、萧军、梅志等16位左翼青年作; 溶华、陈日尘、周而复、奚如、聂绀弩一起参加第一次小说家座谈会,讨论创作“主题的积极性和真人真事“等问题。为小说家座谈会主持人。同年10月19日鲁迅逝世,他和张天",左联词典 第145页; 左联词典 第219页; 左联词典 第262页; 左联词典 第264页; 左联词典 第278页,5,2646,ZLH-028__ZLH-029,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,萧红,聂绀弩,骨干成员,骨干成员
ZLH-028,ZLH-030,强关联-组织隶属,",并未接受;巴金、胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许多青年作家也未接受“;“后来在《中国文艺工作者宣言》上签名的数十位作家、诗人、批评家、",左联词典 第537页,4,2647,ZLH-028__ZLH-030,强关联-组织隶属,,,,萧红,吴奚如,骨干成员,骨干成员
ZLH-028,ZLH-031,强关联-组织隶属,"新人如柔石、孙用、艾芜、沙汀、葛琴、周文、叶紫、徐檀庸、唐弹、萧军、萧红等,使《二月动《总退却办《打杂",左联词典 第331页,4,2648,ZLH-028__ZLH-031,强关联-组织隶属,,,,萧红,葛琴,骨干成员,骨干成员
ZLH-028,ZLH-032,强关联-组织隶属,",并未接受;巴金、胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许多青年作家也未接受“;“后来在《中国文艺工作者宣言》上签名的数十位作家、诗人、批评家、; “。介绍多种发表桂文的报刊和徐懋庸、唐驿等杂文作家,“如果我们把鲁迅的杂文比作高耸的珠穆朗玛峰,那么,左联领导的整个杂文运动就是雄伟绵亘的喜玛拉雅山脉群体“。论; 全集》1981年版第6卷《答徐懋庸并关于抗日统一战线问题》的“题解“说,",左联词典 第537页; 左联词典 第549页; 左联词典 第674页,4,2649,ZLH-028__ZLH-032,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,萧红,徐懋庸,骨干成员,骨干成员
ZLH-028,ZLH-036,强关联-组织隶属,戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张庚、欧阳予倩、金山、孙师毅、孙瑜、袁牧之、陈子展、; 查、王余杞、林娜(司马文森)、穆木天、彭慧、奚如、东平、马宁、耀高丘(丁玲)、郭沫若等。周文、张天翼、路丁、胡风、屠琪(梅志)、草明、欧阳山、染玉(郑育之)、奚,左联史 第424页; 左联史 第608页,4,2650,ZLH-028__ZLH-036,强关联-组织隶属,,,,萧红,穆木天,骨干成员,骨干成员
ZLH-028,ZLH-037,强关联-组织隶属,"的出版发行极端困难,冯雪峰、楼适夷、周熙(江丰)、应修人、曾贬、孤通如等参加了它的出版发行工作。鲁迅、冯雪峰是《前哨》的主持者,刊物编完后,鲁迅全家和冯雪峰全家; 沫若、茅盾、丁玲、沙汀、田军、萧红、叶紫、艾药、周文、东平、欧阳山,楼适夷等左翼作家也作了适当的评价.文",左联词典 第501页; 左联词典 第553页,4,2651,ZLH-028__ZLH-037,强关联-组织隶属,,,,萧红,楼适夷,骨干成员,骨干成员
ZLH-028,ZLH-039,强关联-组织隶属,"他和草明、张天翼、周文.胡风、欧阳山、奚如、聂绀弩、姚克、萧红、萧军等15位青年作家“以轭形; 明、张天翼、周文、路丁、胡风、欧阳山、聂绀弩、姚克、萧红、萧军、梅志等16位左翼青年作; 日鲁迅逝世,她和张天翼、胡风、萧红、萧军、周文、奚如、姚克、聂绀弩、路丁、草明、欧阳山、华沙等16位青年作家“以轭形",左联词典 第145页; 左联词典 第219页; 左联词典 第278页; 左联词典 第281页; 左联词典 第283页,4,2652,ZLH-028__ZLH-039,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,萧红,欧阳山,骨干成员,骨干成员
ZLH-028,ZLH-042,强关联-组织隶属,",并未接受;巴金、胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许多青年作家也未接受“;“后来在《中国文艺工作者宣言》上签名的数十位作家、诗人、批评家、",左联词典 第537页,4,2653,ZLH-028__ZLH-042,强关联-组织隶属,,,,萧红,魏金枝,骨干成员,骨干成员
