Source,Target,Relation_Type,Context,Evidence_Ref,Weight,csv_line,pair_key,Original_Relation_Type,Suggested_Relation_Type,Audit_Flags,Audit_Note,Source_Name,Target_Name,Source_Role,Target_Role
ZLH-001,ZLH-148,强关联-组织隶属,"60人。大会推举毛泽东、朱德、片山潜、台尔曼、伏罗希洛夫、高尔基、季米特洛夫、罗曼罗兰、巴比塞、纪德、德莱塞、鲁迅等为名誉主席团,宋庆龄首先以筹",左联史 第190页,4,589,ZLH-001__ZLH-148,强关联-组织隶属,,,,鲁迅,片山潜,核心领导,相关人士
ZLH-001,ZLH-150,待核-疑似误标,"24)对于左翼作家联盟的意见(鲁迅)一0C24)普罗文学运动与自我批判(潘汉年)一.(24)左翼作家联盟的意义及其任务(潘汉年)一…(25)中国无产阶级文学运动; 出席国际无念文学大会的中国代表萧三囚厂札政府禁小发卖《战於3迷挪无产作家改日本无庆阶级作家同盟的樵文.(26)出席品尔柯夫世界文学大会中国代表的报告…《26)鲁; 和有关决议指导下进行文学创作。鲁迅是左联的“盟主“,也是中国左翼文学运动",左联词典 第5页; 左联词典 第6页; 左联词典 第102页; 左联词典 第127页; 左联词典 第301页,5,590,ZLH-001__ZLH-150,强关联-亲属,弱关联-论战,kinship_mismatch,原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。,鲁迅,萧三,核心领导,相关人士
ZLH-002,ZLH-003,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; ,先后结识下著名共产党人李达、瞿秋白等。1925年居北京时,结识诗人胡也频,东1928年2月《小说月报》19卷2号发表小说《莎菲女士的日记》震动文坛,问年夏,和; 日,日本帝国主义武装进攻上海,茅盾、鲁迅等43位左耀作家和文化界人士联名",左联词典 第104页; 左联词典 第131页; 左联词典 第171页; 左联词典 第188页; 左联词典 第252页,5,591,ZLH-002__ZLH-003,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,瞿秋白,核心领导,核心领导
ZLH-002,ZLH-005,待核-疑似误标,"国左翼文学运动的旗于,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邵(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾; 卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 日《文化月报》1卷1期,鲁迅、茅盾、丁玲、曹靖华、洛扬(冯雪峰)、突如(",左联词典 第102页; 左联词典 第104页; 左联词典 第123页; 左联词典 第131页; 左联词典 第132页,5,592,ZLH-002__ZLH-005,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,冯雪峰,核心领导,核心领导
ZLH-002,ZLH-006,强关联-组织隶属,",也是中国左翼文学运动的旗于,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邵(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周; 所用的方法是对的.。“对鲁迅、茅盾“为抗日救国的努力“表示“钦佩““希望你转致我们的敬意“。同月,帮助被国民党软禁在南京的丁玲逃往上海,旋即转赴陕北苏区。8月2; ──左联词典在的这一史实错误。潘汉年传记。陈子善作,载《万十年代在上海的",左联词典 第102页; 左联词典 第173页; 左联词典 第694页,4,593,ZLH-002__ZLH-006,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,潘汉年,核心领导,核心领导
ZLH-002,ZLH-008,待核-疑似误标,"乃超、郑伯奇、钱杏邵(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领; 卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和; 家联盟作为它的支部等消息。鲁迅茅盾田汉欢迎反战大会国际代表的宣言传单",左联词典 第102页; 左联词典 第104页; 左联词典 第127页; 左联词典 第132页; 左联词典 第188页,5,594,ZLH-002__ZLH-008,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,田汉,核心领导,核心领导
ZLH-002,ZLH-009,待核-疑似误标,"先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邵(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领; 卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、; ─────────左联词典7郑伯奇、洪灵菲,候补常委周全平、蒋光慈。根据沙汀、任白戈、林淡秋、徐懋庸等的",左联词典 第102页; 左联词典 第104页; 左联词典 第108页; 左联词典 第132页; 左联词典 第135页,5,595,ZLH-002__ZLH-009,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,郑伯奇,核心领导,核心领导
ZLH-002,ZLH-010,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的; 一一我们的庆祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年12月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致; ───────────────洪深(1894一1955)左翼戏剧冤。江苏常州人。复旦大学教授。1930年2月21日,上海大光明电影院上映美国",左联词典 第104页; 左联词典 第132页; 左联词典 第291页; 左联词典 第300页; 左联词典 第328页,5,596,ZLH-002__ZLH-010,强关联-亲属,弱关联-通信,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,洪深,核心领导,核心领导
ZLH-002,ZLH-011,待核-疑似误标,"翰笙、冯乃超、郑伯奇、钱杏邵(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领; 卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 与舒群、萧军、萧红等交往,并与茅盾通信,还收到他寄赠的新作《子夜》,1934年10月中共青岛地下党组织遭到破坏,他离",左联词典 第102页; 左联词典 第104页; 左联词典 第135页; 左联词典 第188页; 左联词典 第239页,5,597,ZLH-002__ZLH-011,强关联-亲属,弱关联-通信,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,钱杏邨,核心领导,核心领导
ZLH-002,ZLH-012,待核-疑似误标,"孪、董绍明、董每戡、董曼尼、蒋光慈、韩侍桁、韩起、韩劲风、韩日罗、程应锤、舒群、童长荣、谢冰莹、蒲风、楼迪夷、雷溃波、雷石榆、路一、碧野、蔡北华、臧云远、廖沫沙; 奇、洪灵菲,候补常委周全平、蒋光慈。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文; 笑5》s《异邦与故国》(以上蒋光慈)、《文凭》(茅盾译)、《流亡》,《归家》(以上",左联词典 第104页; 左联词典 第108页; 左联词典 第168页; 左联词典 第239页; 左联词典 第341页,5,598,ZLH-002__ZLH-012,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,蒋光慈,核心领导,核心领导
ZLH-002,ZLH-014,强关联-组织隶属,"雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邵(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领; 国》(以上蒋光慈)、《文凭》(茅盾译)、《流亡》,《归家》(以上洪灵菲)、《挣扎》(楼建南)、《诗稿》(胡也频)、《爱与仇》(森堡)、《炸弹与征鸟》(白薇),《; 导。同年9月,与左联盟员栖石、冯乃超等发起吴迅50寿辰纪念会.1931年2月7日,李伟森、朐",左联词典 第102页; 左联词典 第168页; 左联词典 第171页; 左联词典 第353页; 左联词典 第490页,4,599,ZLH-002__ZLH-014,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,冯乃超,核心领导,核心领导
ZLH-002,ZLH-015,待核-疑似误标,"一一我们的庆祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年12月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致; 就此事商请鲁迅协助,鲁迅推荐了郁达夫、张天的小说.闭年12月,中苏两国政府恢复邦交,左联发表6中国著作家为中苏复交致苏联电》,他在电文上签名,同月,长籍小说《齿; 导无产阶级革命文学.10月,和郁达夫合编中国济难会机关刊《日华3,192",左联词典 第132页; 左联词典 第233页; 左联词典 第239页; 左联词典 第259页; 左联词典 第260页,5,600,ZLH-002__ZLH-015,强关联-亲属,弱关联-通信,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,郁达夫,核心领导,核心领导
ZLH-002,ZLH-016,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯; 资料简丫抗议国民党残杀李伟森、柔石、胡也频、殷夫、冯锏等左翼作家而发出的第三个文件,系由中文《为国民党屠杀同志致各国革命文学和文化团体及一切为人类进步而工作的著; 年1月17日,胡也频和李伟森、柔石、殷夫、冯铿等先后被捕,名年2月?日,被国民克反动派杀害于上海龙华淞沪警",左联词典 第104页; 左联词典 第119页; 左联词典 第131页; 左联词典 第135页; 左联词典 第141页,5,601,ZLH-002__ZLH-016,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,柔石,核心领导,骨干成员
ZLH-002,ZLH-017,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 丫抗议国民党残杀李伟森、柔石、胡也频、殷夫、冯锏等左翼作家而发出的第三个文件,系由中文《为国民党屠杀同志致各国革命文学和文化团体及一切为人类进步而工作的著作家思; 。1925年居北京时,结识诗人胡也频,东1928年2月《小说月报》19卷",左联词典 第104页; 左联词典 第119页; 左联词典 第131页; 左联词典 第141页; 左联词典 第168页,5,602,ZLH-002__ZLH-017,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,胡也频,核心领导,骨干成员
ZLH-002,ZLH-018,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; ,胡也频和李伟森、柔石、殷夫、冯铿等先后被捕,名年2月?日,被国民克反动派杀害于上海龙华淞沪警备司令部,她化悲痛为力量,欧心到江西苏区去参加红军,但当组织交给她; 成为左联的重要领导者。这时期的茅盾,以极大的革命热情,投身社会政治活动。",左联词典 第104页; 左联词典 第131页; 左联词典 第251页; 左联词典 第321页; 左联词典 第327页,5,603,ZLH-002__ZLH-018,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,冯铿,核心领导,骨干成员
ZLH-002,ZLH-019,待核-疑似误标,"民党残杀李伟森、柔石、胡也频、殷夫、冯锏等左翼作家而发出的第三个文件,系由中文《为国民党屠杀同志致各国革命文学和文化团体及一切为人类进步而工作的著作家思想家书); 17日,胡也频和李伟森、柔石、殷夫、冯铿等先后被捕,名年2月?日,被国民克反动派杀害于上海龙华淞沪警备司令部,她化悲痛为力量,欧心到江西苏区去参加红军,但当组织; 家联盟为李伟森、朐也频、柔石、殷夫、冯筹被害和王任叔的被捕发表《中国左翼",左联词典 第119页; 左联词典 第131页; 左联词典 第141页; 左联词典 第239页; 左联词典 第251页,5,604,ZLH-002__ZLH-019,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,殷夫,核心领导,骨干成员
ZLH-002,ZLH-020,待核-疑似误标,"左联文献资料简丫抗议国民党残杀李伟森、柔石、胡也频、殷夫、冯锏等左翼作家而发出的第三个文件,系由中文《为国民党屠杀同志致各国革命文学和文化团体及一切为人类进步而; 1931年1月17日,胡也频和李伟森、柔石、殷夫、冯铿等先后被捕,名年2月?日,被国民克反动派杀害于上海龙华淞沪警备司令部,她化悲痛为力量,欧心到江西苏区去参加; 与舒群、萧军、萧红等交往,并与茅盾通信,还收到他寄赠的新作《子夜》,19",左联词典 第119页; 左联词典 第131页; 左联词典 第135页; 左联词典 第141页; 左联词典 第171页,5,605,ZLH-002__ZLH-020,强关联-亲属,弱关联-通信,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,李求实,核心领导,骨干成员
ZLH-002,ZLH-022,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 人委托,在上海向鲁迅提出丁玲、茅盾、老舍、张天翼等26位中国“新现实主义派“作; 国主义精神,这部作品和铁池翰(张天翼)的《齿轮》、李辉英的《万宝山》同时受到茅盾的好评。《英盾《九一八以后的反",左联词典 第104页; 左联词典 第157页; 左联词典 第189页; 左联词典 第215页; 左联词典 第228页,5,606,ZLH-002__ZLH-022,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,张天翼,核心领导,骨干成员
ZLH-002,ZLH-023,强关联-组织隶属,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会左联秘书处下属单位.又称理论研究委员会、理论研究会。左; 集(草鞋脚》,《制服》由鲁迅、茅盾推荐给伊罗生选入该书。同年,良友图书公",左联词典 第104页; 左联词典 第109页; 左联词典 第359页; 左联词典 第431页; 左联词典 第481页,4,607,ZLH-002__ZLH-023,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,叶紫,核心领导,骨干成员
ZLH-002,ZLH-026,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文、任白戈、徐懋庸、何家槐; 光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会左联秘书处下属单",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第281页; 左联词典 第283页,5,608,ZLH-002__ZLH-026,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,胡风,核心领导,骨干成员
ZLH-002,ZLH-027,强关联-组织隶属,"春,加入青品巫联小组。与舒群、萧军、萧红等交往,并与茅盾通信,还收到他寄赠的新作《子夜; 生一人.“同年10月30日,和萧军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座; 水兵暴行宣言。同年月27日,和茅盾、夏衍、巴金郑振铎,景宋等140余位左翼和迹步文化界人土联名发表(反对日本(新地〉辱华片宣言》.周扬是“社会主义",左联词典 第135页; 左联词典 第228页; 左联词典 第272页; 左联词典 第274页; 左联词典 第281页,4,609,ZLH-002__ZLH-027,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,萧军,核心领导,骨干成员
ZLH-002,ZLH-028,强关联-组织隶属,"入青品巫联小组。与舒群、萧军、萧红等交往,并与茅盾通信,还收到他寄赠的新作《子夜; 水兵暴行宣言。同年月27日,和茅盾、夏衍、巴金郑振铎,景宋等140余位左翼和迹步文化界人土联名发表(反对日本(新地〉辱华片宣言》.周扬是“社会主义现实主义“在我; 现代中国短篇小说集《草鞋脚》,茅盾和鲁迅推荐她的小说《倾跌》,并在《拟选小说及其作者评介》中介组说:“草明女士,轶,可是她的作风已经很成熟“.“在风格方",左联词典 第135页; 左联词典 第272页; 左联词典 第281页; 左联词典 第283页; 左联词典 第501页,4,610,ZLH-002__ZLH-028,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,萧红,核心领导,骨干成员
ZLH-002,ZLH-029,强关联-组织隶属,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座谈会,研究鲁迅,讨论鲁迅的小说《祝福劝《在酒楼上》。沙汀是左联培养的青; 现代中国短篇小说集《草鞋脚》,茅盾和鲁迅推荐她的小说《倾跌》,并在《拟选",左联词典 第104页; 左联词典 第228页; 左联词典 第281页; 左联词典 第283页; 左联词典 第481页,4,611,ZLH-002__ZLH-029,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,聂绀弩,核心领导,骨干成员
ZLH-002,ZLH-030,强关联-组织隶属,"艺,开展工农兵通讯运动。成员有吴奚如、徐平羽、何家槐、陈大戈、彭柏山等,吴奚如、徐平羽,何家槐先后担任过委员会的召集人。创作批评委员会左联秘书处下属单位.又称创; 左文学的成长.认为鲁迅的杂文和茅盾的小说是“新兴文学影响力最大的成就“;指出郭沫若,巴金、张天翼、靳以、沈起于、沙汀、艾芜、夏衍、欧阳山、丽尼、齐同、屈轶、卢萝; 日2卷2号。指出鲁迅、郭沫苷、茅盾、巴金、张天翼、靳以、沈起子、沙汀、艾",左联词典 第109页; 左联词典 第274页; 左联词典 第431页; 左联词典 第520页; 左联词典 第537页,4,612,ZLH-002__ZLH-030,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,吴奚如,核心领导,骨干成员
ZLH-002,ZLH-031,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 》工作中,她倚重兼迅、瞿秋白、茅盾、冯雪峰等,牢记鲁迅“我们应当造出大群的新的战士“的教导,努力发现和培养了一批文学新人,如艾芜、沙汀、李辉英、芦焕、葛琴等,扩; 团来华.加入左联前后的儿年间,茅盾创作了一系列文学作品,如《豹子头林冲}",左联词典 第104页; 左联词典 第131页; 左联词典 第252页; 左联词典 第483页; 左联词典 第490页,5,613,ZLH-002__ZLH-031,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,葛琴,核心领导,骨干成员
ZLH-002,ZLH-032,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文; 动不多,1931年8月,丙申(茅盾)向它提交了一份学术报告《“五四“运动的检讨》C见《文学导报1卷2期),这是仅见的一次理论研究活劫。",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第173页; 左联词典 第328页,5,614,ZLH-002__ZLH-032,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,徐懋庸,核心领导,骨干成员
ZLH-002,ZLH-034,强关联-组织隶属,"国》(以上蒋光慈)、《文凭》(茅盾译)、《流亡》,《归家》(以上洪灵菲)、《挣扎》(楼建南)、《诗稿》(胡也频)、《爱与仇》(森堡)、《炸弹与征鸟》(白薇),《; 于创造社、太阳社应停止和鲁迅、茅盾的论争的指示,组织郑伯奇、冯乃超、华汉(阳翰笙)、彭康、沈起予,蒋光慈、钱杏邡、──",左联词典 第168页; 左联词典 第353页,4,615,ZLH-002__ZLH-034,强关联-组织隶属,,,,茅盾,彭康,核心领导,骨干成员
ZLH-002,ZLH-035,强关联-组织隶属,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 》工作中,她倚重兼迅、瞿秋白、茅盾、冯雪峰等,牢记鲁迅“我们应当造出大群的新的战士“的教导,努力发现和培养了一批文学新人,如艾芜、沙汀、李辉英、芦焕、葛琴等,扩; 和铁池翰(张天翼)的《齿轮》、李辉英的《万宝山》同时受到茅盾的好评。《英",左联词典 第104页; 左联词典 第131页; 左联词典 第189页; 左联词典 第483页; 左联词典 第486页,4,616,ZLH-002__ZLH-035,强关联-组织隶属,,list_like_evidence,上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,李辉英,核心领导,骨干成员
ZLH-002,ZLH-036,待核-疑似误标,"锦明、潘漠华、潘应人、潘丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺; 北方部,与盟员金肇野、陈北鸥、穆木天一度共同工作。其时,主编抗日救亡杂志《东北甸刊。石灵(1909一1956)工翼青年作家.原名孙大珂,笔名石灵,江苏省灌云县人; 国》(以上蒋光慈)、《文凭》(茅盾译)、《流亡》,《归家》(以上洪灵菲)",左联词典 第104页; 左联词典 第157页; 左联词典 第168页; 左联词典 第437页; 左联词典 第480页,5,617,ZLH-002__ZLH-036,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,穆木天,核心领导,骨干成员
ZLH-002,ZLH-038,强关联-组织隶属,"关于两个口号的论争的问题论文。陈荒煤作,载《文学评论》1978年5期。分析“国防文学“口号产生的历史背景,认为冯雪峰1936年从限北回上海后,“既不仔细倾昕地下",左联词典 第531页,4,618,ZLH-002__ZLH-038,强关联-组织隶属,,,,茅盾,陈荒煤,核心领导,骨干成员
ZLH-002,ZLH-039,待核-疑似误标,"卓著、德高望重的老作家如鲁迅、茅盾、翔秋日、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张; 沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会左联秘书处下属单位.又称理论研究委员会、理论研究会。左联成立时就有这一组织; 军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩",左联词典 第104页; 左联词典 第109页; 左联词典 第228页; 左联词典 第261页; 左联词典 第274页,5,619,ZLH-002__ZLH-039,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,欧阳山,核心领导,骨干成员
ZLH-002,ZLH-041,强关联-组织隶属,"书作序,中篇《宪场》的内容以及茅盾对莲琴这两部作品的肯定与赞扬。我的习作生活是怎样开始的回忆录。葛琴作,载《文艺月报》1957年第3期。叙述井十年代在上海担任党",左联词典 第685页,4,620,ZLH-002__ZLH-041,强关联-组织隶属,,,,茅盾,骆宾基,核心领导,骨干成员
ZLH-002,ZLH-042,待核-疑似误标,"丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺理论,介绍苏联及世界各国; 盟员,有张天翼、沈起才、日薇、魏金枝、穆木天、侍桁、迈子等。本期发表了小说《二十一个》(张天翼)、《碑》(沈起了)、《天地之处》(日薇)、《自由在垃圾桶里》(魏; 撰稿人有宋阳(瞿秋白)、鲁迅、茅盾、丁玲、蓬子、金丁、冰莹、周起应(周扬",左联词典 第104页; 左联词典 第482页; 左联词典 第483页; 左联词典 第537页; 左联词典 第557页,5,621,ZLH-002__ZLH-042,强关联-亲属,强关联-组织隶属,"kinship_mismatch,list_like_evidence",原始关系标为亲属，但证据更像并列共现/组织材料，需人工复核。；上下文主要是长名单并列，可能不足以支持直接关系。,茅盾,魏金枝,核心领导,骨干成员
